hin_id	hin_sent	eng_id	eng_sent	eng_roots
Hin_Geo_ncert_6stnd_1ch_0031	बहुत आसानी से पहचान में आने वाला नक्षत्रमंडल है सप्तऋषि।	Eng_Geo_ncert_6stnd_1ch_0031	One of the most easily recognisable constellation	b'^One/One<num><sg>/One<prn><dem><mf><sg>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^most/most<adv>/most<preadv>/most<det><qnt><sp>/most<prn><ind><mf><pl>$ ^easily recognisable/easily recognisable<adj>$ ^constellation/constellation<n><sg>$\n'
Hin_Geo_ncert_6stnd_1ch_0032	यह सात तारों का समूह है, जो कि नक्षत्रमंडल अर्सा मेजर का भाग है।	Eng_Geo_ncert_6stnd_1ch_0032	it is a group of seven stars  that forms a part ofUrsa Major Constellation	b'^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^group/group<n><sg>/group<vblex><inf>/group<vblex><pres>/group<vblex><imp>$ ^of/of<pr>$ ^seven/seven<num><pl>$ ^stars/star<n><pl>/star<vblex><pres><p3><sg>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^forms/form<n><pl>/form<vblex><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^part/part<n><sg>/part<vblex><inf>/part<vblex><pres>/part<vblex><imp>$ ^ofUrsa/*ofUrsa$ ^Major/Major<adj>/Major<n><sg>/Major<np><cog><sg>$ ^Constellation/Constellation<n><sg>$\n'
Hin_Geo_ncert_6stnd_1ch_0033	अपने परिवार या पड़ोस में किसी बड़े व्यक्ति से कहिए कि वह आपको आसमान में और अधिक तारों ग्रहों तथा नक्षत्रमंडलों को दिखाएँ।	Eng_Geo_ncert_6stnd_1ch_0033	Ask someone elder in your family or neighbourhood to show you more stars, planets and constellations in the sky.	b'^Ask/Ask<vblex><inf>/Ask<vblex><pres>/Ask<vblex><imp>$ ^someone/someone<prn><ind><mf><sg>$ ^elder/elder<adj>/elder<n><sg>$ ^in/in<adv>/in<pr>$ ^your/your<det><pos><sp>/prpers<det><pos><p2><mf><sp>$ ^family/family<adj>/family<n><sg>$ ^or/or<cnjcoo>$ ^neighbourhood/neighbourhood<n><sg>$ ^to/to<pr>$ ^show/show<n><sg>/show<vblex><inf>/show<vblex><pres>/show<vblex><imp>$ ^you/you<prn><pers><p2><mf><sg>/prpers<prn><subj><p2><mf><sp>/prpers<prn><obj><p2><mf><sp>$ ^more/more<adv>/more<preadv>/more<n><sg>/more<det><qnt><sp>$ ^stars/star<n><pl>/star<vblex><pres><p3><sg>$^,/,<cm>$ ^planets/planet<n><pl>$ ^and/and<cnjcoo>$ ^constellations/constellation<n><pl>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^sky/sky<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0034	प्राचीन समय में, लोग रात्रि में दिशा का निर्धारण तारों की सहायता से करते थे।	Eng_Geo_ncert_6stnd_1ch_0034	In ancient times, people used to determine directions during the night with the help of stars.	b'^In/In<abbr>/In<adv>/In<pr>$ ^ancient times/ancient times<n><pl>$^,/,<cm>$ ^people/people<n><sg>/person<n><pl>$ ^used to/use<vblex><past># to/use<vblex><pp># to$ ^determine/determine<vblex><inf>/determine<vblex><pres>/determine<vblex><imp>$ ^directions/direction<n><pl>$ ^during the night/during the night<adv>$ ^with the help of/with the help of<pr>$ ^stars/star<n><pl>/star<vblex><pres><p3><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0035	उत्तरी तारा उत्तर दिशा को बताता है।	Eng_Geo_ncert_6stnd_1ch_0035	The North star indicates the north direction.	b'^The/The<det><def><sp>$ ^North/North<adv>/North<n><sg>/North<adj><sint>/North<np><cog><sg>$ ^star/star<n><sg>/star<vblex><inf>/star<vblex><pres>/star<vblex><imp>$ ^indicates/indicate<vblex><pres><p3><sg>$ ^the/the<det><def><sp>$ ^north/north<adv>/north<n><sg>/north<adj><sint>$ ^direction/direction<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0036	इसे ध्रुव तारा भी कहा जाता है।	Eng_Geo_ncert_6stnd_1ch_0036	It is also called the Pole Star.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^also/also<adv>$ ^called/call<vblex><pp>/call<vblex><past>$ ^the/the<det><def><sp>$ ^Pole/Pole<n><sg>$ ^Star/Star<n><sg>/Star<vblex><inf>/Star<vblex><pres>/Star<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0037	यह आसमान में हमेशा एक ही स्थान पर रहता है।	Eng_Geo_ncert_6stnd_1ch_0037	It always remains in the same position in the sky	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^always/always<adv>$ ^remains/remains<n><pl>/remain<vblex><pres><p3><sg>$ ^in/in<adv>/in<pr>$ ^the same/the same<adv>/the same<det><ind><sp>/the<det><def><sp>+same<adj>$ ^position/position<n><sg>/position<vblex><inf>/position<vblex><pres>/position<vblex><imp>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^sky/sky<n><sg>$\n'
Hin_Geo_ncert_6stnd_1ch_0038	हम सप्तऋषि की सहायता से ध्रुव तारे की स्थिति को जान सकते हैं।	Eng_Geo_ncert_6stnd_1ch_0038	We can locate the position of the Pole Star with the help of the Saptarishi	b'^We/Prpers<prn><subj><p1><mf><pl>$ ^can/can<n><sg>/can<vbmod><inf>/can<vbmod><pres>/can<vblex><inf>/can<vblex><pres>/can<vblex><imp>$ ^locate/locate<vblex><inf>/locate<vblex><pres>/locate<vblex><imp>$ ^the/the<det><def><sp>$ ^position/position<n><sg>/position<vblex><inf>/position<vblex><pres>/position<vblex><imp>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^Pole/Pole<n><sg>$ ^Star/Star<n><sg>/Star<vblex><inf>/Star<vblex><pres>/Star<vblex><imp>$ ^with the help of/with the help of<pr>$ ^the/the<det><def><sp>$ ^Saptarishi/*Saptarishi$\n'
Hin_Geo_ncert_6stnd_1ch_0039	चित्र में आप देखेंगे कि यदि सप्तऋषि मंडल के संकेतक तारों को आपस में मिलाते हुए एक काल्पनिक रेखा खींची जाए एवं उसे आगे की ओर बढ़ाया जाए तो यह ध्रुव तारे की ओर इंगित करेगी।	Eng_Geo_ncert_6stnd_1ch_0039	Look at Figure  You will notice that, if an imaginary line is drawn joining the pointer stars and extended further, it will point to the Pole Star.	b'^Look at/Look<vblex><inf># at/Look<vblex><pres># at/Look<vblex><imp># at$ ^Figure/Figure<n><sg>/Figure<vblex><inf>/Figure<vblex><pres>/Figure<vblex><imp>$ ^You/You<np><cog><sg>/You<prn><pers><p2><mf><sg>/Prpers<prn><subj><p2><mf><sp>/Prpers<prn><obj><p2><mf><sp>$ ^will/will<n><sg>/will<vbmod><inf>/will<vbmod><pres>/will<vblex><inf>/will<vblex><pres>/will<vblex><imp>$ ^notice/notice<n><sg>/notice<vblex><inf>/notice<vblex><pres>/notice<vblex><imp>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$^,/,<cm>$ ^if/if<adv>/if<cnjsub>$ ^an/a<det><ind><sg>$ ^imaginary/imaginary<adj>$ ^line/line<n><sg>/line<vblex><inf>/line<vblex><pres>/line<vblex><imp>$ ^is/be<vbser><pres><p3><sg>$ ^drawn/draw<vblex><pp>$ ^joining/joining<n><sg>/join<vblex><pprs>/join<vblex><subs>/join<vblex><ger>$ ^the/the<det><def><sp>$ ^pointer/pointer<n><sg>$ ^stars/star<n><pl>/star<vblex><pres><p3><sg>$ ^and/and<cnjcoo>$ ^extended/extend<vblex><pp>/extend<vblex><past>/extended<adj>$ ^further/far<adj><sint><comp>/further<adv>/further<vblex><inf>/further<vblex><pres>/further<vblex><imp>$^,/,<cm>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$ ^will/will<n><sg>/will<vbmod><inf>/will<vbmod><pres>/will<vblex><inf>/will<vblex><pres>/will<vblex><imp>$ ^point/point<n><sg>/point<adj><sint>/point<vblex><inf>/point<vblex><pres>/point<vblex><imp>$ ^to/to<pr>$ ^the/the<det><def><sp>$ ^Pole/Pole<n><sg>$ ^Star/Star<n><sg>/Star<vblex><inf>/Star<vblex><pres>/Star<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0040	कुछ खगोलीय पिंडों में अपना प्रकाश एवं ऊष्मा नहीं होती है।	Eng_Geo_ncert_6stnd_1ch_0040	Some celestial bodies do not have their own heat and light.	b'^Some/Some<adj>/Some<adv>/Some<det><qnt><sp>/Some<prn><ind><mf><pl>$ ^celestial bodies/celestial bodies<n><pl>$ ^do/do<vblex><inf>/do<vblex><pres>/do<vblex><imp>/do<vaux><inf>/do<vaux><pres>/do<vbdo><inf>/do<vbdo><pres>/do<vbdo><imp>$ ^not/not<adv>$ ^have/have<vbhaver><inf>/have<vbhaver><pres>/have<vblex><inf>/have<vblex><pres>/have<vblex><imp>$ ^their/their<det><pos><sp>/prpers<det><pos><p3><mf><pl>$ ^own/own<adj>/own<vblex><inf>/own<vblex><pres>/own<vblex><imp>$ ^heat/heat<n><sg>/heat<vblex><inf>/heat<vblex><pres>/heat<vblex><imp>$ ^and/and<cnjcoo>$ ^light/light<adv>/light<n><sg>/light<adj><sint>/light<vblex><inf>/light<vblex><pres>/light<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0041	वे तारों के प्रकाश से प्रकाशित होते हैं।	Eng_Geo_ncert_6stnd_1ch_0041	They are lit by the light of the stars.	b'^They/Prpers<prn><subj><p3><mf><pl>$ ^are/be<vbser><pres>$ ^lit/light<vblex><past>/light<vblex><pp>$ ^by/by<adv>/by<pr>$ ^the/the<det><def><sp>$ ^light/light<adv>/light<n><sg>/light<adj><sint>/light<vblex><inf>/light<vblex><pres>/light<vblex><imp>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^stars/star<n><pl>/star<vblex><pres><p3><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0042	ऐसे पिंड ग्रह कहलाते हैं।	Eng_Geo_ncert_6stnd_1ch_0042	Such bodies are called planets.	b'^Such/Such<adv>/Such<det><ind><sp>$ ^bodies/body<n><pl>$ ^are called/be<vblex><pres><p1><pl># called/be<vblex><pres><p2><sg># called/be<vblex><pres><p2><pl># called/be<vblex><pres><p3><pl># called$ ^planets/planet<n><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0043	ग्रह जिसे अंग्रेजी में प्लेनेट कहते हैं ग्रीक भाषा के प्लेनेटाइ शब्द से बना है जिसका अर्थ होता है परिभ्रमक अर्थात् चारों ओर घूमने वाले।	Eng_Geo_ncert_6stnd_1ch_0043	The word ‘planet’ comes from the Greek word “Planetai” which means ‘wanderers’.	b'^The/The<det><def><sp>$ ^word/word<n><sg>$ \xe2\x80\x98^planet/planet<n><sg>$^\xe2\x80\x99/\'<apos>$ ^comes from/come<vblex><pres><p3><sg># from$ ^the/the<det><def><sp>$ ^Greek/Greek<adj>/Greek<n><sg>$ ^word/word<n><sg>$ ^\xe2\x80\x9c/"<lquot>$^Planetai/*Planetai$^\xe2\x80\x9d/"<rquot>$ ^which/which<det><itg><sp>/which<prn><itg><mf><sp>/which<prn><rel><an><mf><sp>$ ^means/mean<n><pl>/means<n><sg>/means<n><pl>/mean<vblex><pres><p3><sg>$ \xe2\x80\x98^wanderers/*wanderers$^\xe2\x80\x99/\'<apos>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0044	पृथ्वी, जिस पर हम रहते हैं, एक ग्रह है।	Eng_Geo_ncert_6stnd_1ch_0044	The earth on which we live is a planet.	b'^The/The<det><def><sp>$ ^earth/earth<n><sg>$ ^on/on<adv>/on<pr>$ ^which/which<det><itg><sp>/which<prn><itg><mf><sp>/which<prn><rel><an><mf><sp>$ ^we/prpers<prn><subj><p1><mf><pl>$ ^live/live<vblex><inf>/live<vblex><pres>/live<vblex><imp>$ ^is/be<vbser><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^planet/planet<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0045	यह अपना संपूर्ण प्रकाश एवं ऊष्मा सूर्य से प्राप्त करती है, जो पृथ्वी के सबसे नज़दीक का तारा है।	Eng_Geo_ncert_6stnd_1ch_0045	It gets all its heat and light from the sun, which is our nearest star.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^gets/get<vblex><pres><p3><sg>$ ^all/all<adv>/all<predet><sp>/all<det><qnt><pl>/all<prn><qnt><mf><sp>$ ^its/its<det><pos><sp>/prpers<det><pos><p3><nt><sg>$ ^heat/heat<n><sg>/heat<vblex><inf>/heat<vblex><pres>/heat<vblex><imp>$ ^and/and<cnjcoo>$ ^light/light<adv>/light<n><sg>/light<adj><sint>/light<vblex><inf>/light<vblex><pres>/light<vblex><imp>$ ^from/from<pr>$ ^the/the<det><def><sp>$ ^sun/sun<n><sg>/sun<vblex><inf>/sun<vblex><pres>/sun<vblex><imp>$^,/,<cm>$ ^which/which<det><itg><sp>/which<prn><itg><mf><sp>/which<prn><rel><an><mf><sp>$ ^is/be<vbser><pres><p3><sg>$ ^our/our<det><pos><sp>/prpers<det><pos><p1><mf><pl>$ ^nearest/near<adj><sint><sup>$ ^star/star<n><sg>/star<vblex><inf>/star<vblex><pres>/star<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0046	पृथ्वी को बहुत अधिक दूरी से, जैसे चंद्रमा से देखने पर, यह चंद्रमा की तरह चमकती हुई प्रतीत होगी।	Eng_Geo_ncert_6stnd_1ch_0046	If we look at the earth from a great distance, say the moon, it will appear to be shining just as the moon.	b'^If/If<adv>/If<cnjsub>$ ^we/prpers<prn><subj><p1><mf><pl>$ ^look at/look<vblex><inf># at/look<vblex><pres># at/look<vblex><imp># at$ ^the/the<det><def><sp>$ ^earth/earth<n><sg>$ ^from/from<pr>$ ^a/a<det><ind><sg>$ ^great/great<adj><sint>$ ^distance/distance<n><sg>/distance<vblex><inf>/distance<vblex><pres>/distance<vblex><imp>$^,/,<cm>$ ^say/say<vblex><inf>/say<vblex><pres>/say<vblex><imp>$ ^the/the<det><def><sp>$ ^moon/moon<n><sg>$^,/,<cm>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$ ^will/will<n><sg>/will<vbmod><inf>/will<vbmod><pres>/will<vblex><inf>/will<vblex><pres>/will<vblex><imp>$ ^appear/appear<vblex><inf>/appear<vblex><pres>/appear<vblex><imp>$ ^to/to<pr>$ ^be/be<vbser><inf>/be<vbser><imp>$ ^shining/shine<vblex><pprs>/shine<vblex><subs>/shine<vblex><ger>$ ^just as/just as<adv>/just as<cnjadv>$ ^the/the<det><def><sp>$ ^moon/moon<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0047	आसमान में दिखने वाला चंद्रमा एक उपग्रह है।	Eng_Geo_ncert_6stnd_1ch_0047	The moon that we see in the sky is a satellite	b'^The/The<det><def><sp>$ ^moon/moon<n><sg>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^we/prpers<prn><subj><p1><mf><pl>$ ^see/see<vblex><inf>/see<vblex><pres>/see<vblex><imp>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^sky/sky<n><sg>$ ^is/be<vbser><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^satellite/satellite<n><sg>$\n'
Hin_Geo_ncert_6stnd_1ch_0048	यह हमारी पृथ्वी का सहचर है तथा इसके चारों ओर चक्कर लगाता है।	Eng_Geo_ncert_6stnd_1ch_0048	It is a companion of our earth and moves round it.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^companion/companion<n><sg>$ ^of/of<pr>$ ^our/our<det><pos><sp>/prpers<det><pos><p1><mf><pl>$ ^earth/earth<n><sg>$ ^and/and<cnjcoo>$ ^moves/move<n><pl>/move<vblex><pres><p3><sg>$ ^round/round<adv>/round<pr>/round<n><sg>/round<adj><sint>/round<vblex><inf>/round<vblex><pres>/round<vblex><imp>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0049	हमारी पृथ्वी के समान, सात अन्य ग्रह हैं जो सूर्य से प्रकाश एवं ऊष्मा प्राप्त करते हैं।	Eng_Geo_ncert_6stnd_1ch_0049	Like our earth, there are seven other planets that get heat and light from the sun. Some of them have their moons too.	b'^Like/Like<adj>/Like<cnjsub>/Like<pr>/Like<vblex><inf>/Like<vblex><pres>/Like<vblex><imp>$ ^our/our<det><pos><sp>/prpers<det><pos><p1><mf><pl>$ ^earth/earth<n><sg>$^,/,<cm>$ ^there/there<adv>$ ^are/be<vbser><pres>$ ^seven/seven<num><pl>$ ^other/other<det><ind><sp>$ ^planets/planet<n><pl>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^get/get<vblex><inf>/get<vblex><pres>/get<vblex><imp>$ ^heat/heat<n><sg>/heat<vblex><inf>/heat<vblex><pres>/heat<vblex><imp>$ ^and/and<cnjcoo>$ ^light/light<adv>/light<n><sg>/light<adj><sint>/light<vblex><inf>/light<vblex><pres>/light<vblex><imp>$ ^from/from<pr>$ ^the/the<det><def><sp>$ ^sun/sun<n><sg>/sun<vblex><inf>/sun<vblex><pres>/sun<vblex><imp>$^./.<sent>$ ^Some/Some<adj>/Some<adv>/Some<det><qnt><sp>/Some<prn><ind><mf><pl>$ ^of/of<pr>$ ^them/that<prn><dem><pl>/prpers<prn><obj><p3><mf><pl>$ ^have/have<vbhaver><inf>/have<vbhaver><pres>/have<vblex><inf>/have<vblex><pres>/have<vblex><imp>$ ^their/their<det><pos><sp>/prpers<det><pos><p3><mf><pl>$ ^moons/moon<n><pl>$ ^too/too<adv>/too<preadv>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0050	उनमें से कुछ के पास अपने चंद्रमा भी हैं।	Eng_Geo_ncert_6stnd_1ch_0050	Some of them have their moons too.	b'^Some/Some<adj>/Some<adv>/Some<det><qnt><sp>/Some<prn><ind><mf><pl>$ ^of/of<pr>$ ^them/that<prn><dem><pl>/prpers<prn><obj><p3><mf><pl>$ ^have/have<vbhaver><inf>/have<vbhaver><pres>/have<vblex><inf>/have<vblex><pres>/have<vblex><imp>$ ^their/their<det><pos><sp>/prpers<det><pos><p3><mf><pl>$ ^moons/moon<n><pl>$ ^too/too<adv>/too<preadv>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0051	सूर्य, आठ ग्रह, उपग्रह तथा कुछ अन्य खगोलीय पिंड, जैसे क्षुद्र ग्रह एवं उल्कापिंड मिलकर सौरमंडल का निर्माण करते हैं।	Eng_Geo_ncert_6stnd_1ch_0051	The sun, eight planets, satellites and some other celestial bodies known as asteroids and meteoroids form the solar system	b'^The/The<det><def><sp>$ ^sun/sun<n><sg>/sun<vblex><inf>/sun<vblex><pres>/sun<vblex><imp>$^,/,<cm>$ ^eight/eight<num><pl>$ ^planets/planet<n><pl>$^,/,<cm>$ ^satellites/satellite<n><pl>$ ^and/and<cnjcoo>$ ^some/some<adj>/some<adv>/some<det><qnt><sp>/some<prn><ind><mf><pl>$ ^other/other<det><ind><sp>$ ^celestial bodies/celestial bodies<n><pl>$ ^known/known<adj>/know<vblex><pp>$ ^as/as<adv>/as<preadv>/as<cnjsub>/as<cnjadv>/as<pr>$ ^asteroids/asteroid<n><pl>$ ^and/and<cnjcoo>$ ^meteoroids/*meteoroids$ ^form/form<n><sg>/form<vblex><inf>/form<vblex><pres>/form<vblex><imp>$ ^the/the<det><def><sp>$ ^solar system/solar system<n><sg>$\n'
Hin_Geo_ncert_6stnd_1ch_0052	उसे हम सौर परिवार का नाम देते हैं, जिसका मुखिया सूर्य है।	Eng_Geo_ncert_6stnd_1ch_0052	We often call it a solar family, with the sun as its Head.	b'^We/Prpers<prn><subj><p1><mf><pl>$ ^often/often<adv>$ ^call/call<n><sg>/call<vblex><inf>/call<vblex><pres>/call<vblex><imp>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$ ^a/a<det><ind><sg>$ ^solar/solar<adj>$ ^family/family<adj>/family<n><sg>$^,/,<cm>$ ^with/with<pr>$ ^the/the<det><def><sp>$ ^sun/sun<n><sg>/sun<vblex><inf>/sun<vblex><pres>/sun<vblex><imp>$ ^as/as<adv>/as<preadv>/as<cnjsub>/as<cnjadv>/as<pr>$ ^its/its<det><pos><sp>/prpers<det><pos><p3><nt><sg>$ ^Head/Head<n><sg>/Head<vblex><inf>/Head<vblex><pres>/Head<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0053	सूर्य सौरमंडल के केन्द्र में स्थित है।	Eng_Geo_ncert_6stnd_1ch_0053	The sun is in the centre of the solar system	b'^The/The<det><def><sp>$ ^sun/sun<n><sg>/sun<vblex><inf>/sun<vblex><pres>/sun<vblex><imp>$ ^is/be<vbser><pres><p3><sg>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^centre/centre<adj>/centre<n><sg>/centre<vblex><inf>/centre<vblex><pres>/centre<vblex><imp>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^solar system/solar system<n><sg>$\n'
Hin_Geo_ncert_6stnd_1ch_0054	यह बहुत बड़ा है एवं अत्यधिक गर्म गैसों से बना है।	Eng_Geo_ncert_6stnd_1ch_0054	It is huge and made up of extremely hot gases.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^huge/huge<adj>$ ^and/and<cnjcoo>$ ^made up/make<vblex><sep><past># up/make<vblex><sep><pp># up$ ^of/of<pr>$ ^extremely/extremely<adv>$ ^hot/hot<adj><sint>$ ^gases/gas<n><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0055	इसका खिंचाव बल इससे सौरमंडल को बाँधे रखता है।	Eng_Geo_ncert_6stnd_1ch_0055	It provides the pulling force that binds the solar system.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^provides/provide<vblex><pres><p3><sg>$ ^the/the<det><def><sp>$ ^pulling/pulling<n><sg>/pull<vblex><pprs>/pull<vblex><subs>/pull<vblex><ger>$ ^force/force<n><sg>/force<vblex><inf>/force<vblex><pres>/force<vblex><imp>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^binds/bind<n><pl>/bind<vblex><pres><p3><sg>$ ^the/the<det><def><sp>$ ^solar system/solar system<n><sg>$^./.<sent>$\n'
